215	1.0000
216	0.8218
217	0.3172
218	1.0124
219	1.0282
220	1.0000
221	0.3449
222	0.3082
223	0.2000
224	1.0678
225	0.5199
226	0.5912
227	1.0000
228	1.2578
229	1.0000
230	0.2000
231	0.2950
232	0.2000
233	0.2000
234	0.2000
235	0.2000
236	1.1516
237	1.0000
238	1.0000
239	1.0000
240	0.2000
241	0.2000
242	0.2950
243	1.0130
244	1.0000
245	0.2000
246	1.0000
247	0.2000
248	0.9468
249	0.4742
250	0.8098
251	0.2000
252	1.1394
253	1.0000
254	0.2000
255	1.0509
256	0.2000
257	0.3099
258	0.2000
259	0.2000
260	0.6011
261	0.2000
262	0.3063
263	1.2401
264	0.2000
265	1.0000
266	0.2000
267	1.1851
268	0.2000
269	1.0856
270	0.2000
271	1.0000
272	0.3099
273	1.0241
274	0.6011
275	1.0160
276	0.2000
277	0.4574
278	1.0000
279	1.0000
280	1.1277
281	0.2000
282	1.0000
283	1.0194
284	1.1350
285	0.2000
286	1.0521
287	1.0000
288	1.0000
289	1.0000
290	1.0000
291	1.2809
292	1.0770
293	0.2000
294	0.2000
295	0.2000
296	0.3059
297	1.0000
298	0.2000
299	0.3026
300	1.0000
301	0.2852
302	0.4590
303	0.8838
304	1.0400
305	0.2000
306	1.0570
307	0.2000
308	0.7168
309	1.0405
310	0.2000
311	0.7366
312	0.2000
313	0.6018
314	0.2000
315	0.2000
316	0.2000
317	0.2000
318	0.3172
319	0.9203
320	0.7303
321	1.1587
322	1.0000
323	0.2000
324	0.3861
325	0.2000
326	0.2000
327	1.1643
328	0.2000
329	0.2877
330	0.7707
331	1.1097
332	0.2000
333	0.2000
334	1.0000
335	0.5260
336	0.3021
337	0.2950
338	0.2000
339	0.2000
340	0.2618
341	1.0452
342	0.2000
343	0.3099
344	0.2000
345	1.0000
346	0.2000
347	0.2000
348	0.3063
349	0.2793
350	1.0000
351	1.0000
352	0.2000
353	1.0000
354	0.2000
355	0.2000
356	1.0000
357	0.6011
358	0.2000
359	1.0266
360	1.0523
361	1.0000
362	0.2852
363	1.0000
364	1.1234
365	0.2000
366	0.7437
367	0.2000
368	0.2000
369	1.0000
370	1.0000
371	1.0000
372	0.2000
373	0.2000
374	0.6802
375	1.0000
376	1.0505
377	0.2000
378	1.0000
379	0.2000
380	0.3172
381	0.2877
382	0.2000
383	1.0000
384	0.2000
385	1.0000
386	0.7220
387	0.7194
388	1.0000
389	1.0000
390	0.3172
391	1.0000
392	0.3861
393	0.2852
394	0.4129
395	1.1117
396	1.0000
397	1.0000
398	0.2000
399	0.2000
400	1.0866
401	1.0538
402	1.0562
403	0.3082
404	1.4003
405	1.1264
406	0.2000
407	1.2912
408	1.1534
409	0.2000
410	0.5202
411	0.2000
412	1.0068
413	0.2000
414	0.8934
415	0.2000
416	0.2000
417	1.0000
418	0.9352
419	0.2000
420	0.2000
421	0.2000
422	1.0586
423	1.0122
424	1.2154
425	0.2000
426	0.2000
427	1.0671
428	1.0285
429	0.2000
430	1.0277
431	1.0000
432	0.9736
433	1.1946
434	0.2000
435	0.2000
436	0.2000
437	1.0000
438	1.1001
439	1.0000
440	0.2000
441	0.2000
442	0.2000
443	0.2000
444	1.0000
445	0.2000
446	0.2000
447	0.2000
448	0.3459
449	1.0000
450	0.3340
451	0.2000
452	0.2000
453	0.2000
454	0.2000
455	0.3590
456	0.5734
457	1.0000
458	0.2000
459	0.2000
460	0.3659
461	0.2517
462	0.2000
463	1.0000
464	1.0000
465	0.2000
466	0.8668
467	1.0000
468	0.8099
469	1.0479
470	1.0000
471	0.2000
472	1.2564
473	0.2000
474	0.2000
475	0.2000
476	0.4129
477	0.6011
478	1.0397
479	0.2000
480	0.2000
481	0.2000
482	0.2936
483	1.0130
484	0.2000
485	1.0000
486	0.2000
487	1.0000
488	0.3020
489	0.2000
490	0.2000
491	1.3782
492	0.3917
493	0.4981
494	0.2000
495	1.2049
496	1.0323
497	0.2000
498	0.5430
499	1.0000
500	1.0000
501	0.3172
502	0.2000
503	0.2000
504	0.2000
505	1.0000
506	1.0000
507	0.7385
508	0.9261
509	0.2000
510	0.2000
511	0.9317
512	0.7859
513	1.0031
514	1.1264
515	1.0000
516	1.0000
517	0.2000
518	1.5137
519	1.0000
520	0.5315
521	1.0000
522	0.7986
523	0.2589
524	0.7583
525	0.2000
526	0.2000
527	0.2000
528	0.4129
529	0.2000
530	0.2000
531	0.9317
532	0.9236
533	0.2000
534	0.2000
535	1.0000
536	0.4023
537	1.0000
538	1.0000
539	1.0000
540	0.2000
541	0.6127
542	0.5045
543	1.0000
544	1.0000
545	1.2047
546	0.2000
547	1.0520
548	0.2000
549	1.0559
550	0.9727
551	1.0000
552	0.2000
553	1.1952
554	0.3861
555	0.2000
556	1.1615
557	0.2817
558	1.0525
559	0.2000
560	0.2000
561	0.3449
562	1.0465
563	0.2000
564	0.2000
565	0.9441
566	0.9237
567	1.0000
568	1.0201
569	1.1779
570	1.1631
571	0.9650
572	0.2000
573	1.0630
574	1.2216
575	0.6452
576	1.0000
577	0.2000
578	1.0000
579	1.0371
580	1.0000
581	0.5014
582	0.7868
583	1.0000
584	0.2000
585	0.5582
586	1.0000
587	1.0468
