0	1.0021
1	0.2000
2	0.2000
3	0.7247
4	0.2723
5	0.2704
6	0.2000
7	0.2000
8	0.2000
9	1.0406
10	0.6692
11	1.0000
12	0.3504
13	0.4486
14	0.2000
15	1.0000
16	0.2870
17	1.0000
18	0.2000
19	0.2000
20	0.9414
21	0.3590
22	1.0000
23	1.1166
24	0.6085
25	0.3358
26	1.0000
27	0.3583
28	0.2000
29	0.2000
30	1.0475
31	0.2000
32	0.2000
33	0.2000
34	0.3099
35	1.0000
36	0.3021
37	0.2000
38	0.2773
39	1.0000
40	1.0000
41	0.6092
42	1.0893
43	0.3308
44	0.2000
45	0.3307
46	1.0804
47	0.2000
48	0.5582
49	0.3590
50	0.2773
51	1.0581
52	1.0278
53	1.0000
54	0.2000
55	0.2000
56	0.8640
57	1.0000
58	1.0334
59	0.2000
60	0.2950
61	1.0000
62	0.2000
63	0.9376
64	1.0000
65	0.9046
66	1.2006
67	1.0658
68	0.2000
69	1.1757
70	1.0391
71	1.0689
72	0.2000
73	1.4803
74	1.0000
75	0.2000
76	0.2650
77	0.8368
78	1.0000
79	0.2000
80	0.6884
81	1.0000
82	0.6161
83	0.4129
84	1.0148
85	0.2000
86	1.0000
87	0.2000
88	1.0000
89	0.2000
90	0.3564
91	0.2442
92	0.2000
93	1.0000
94	0.2000
95	1.0000
96	0.2000
97	1.0571
98	1.0229
99	1.0000
100	0.9102
101	0.5315
102	0.2852
103	1.0223
104	1.1695
105	1.0000
106	0.2000
107	1.0000
108	1.0748
109	1.1221
110	0.2000
111	0.3172
112	0.6265
113	1.0000
114	1.1786
115	0.4742
116	1.0000
117	1.0754
118	1.0000
119	0.2000
120	1.0000
121	1.0368
122	1.0299
123	0.2000
124	0.7660
125	0.2852
126	1.0416
127	1.0000
128	1.0000
129	0.8523
130	0.2000
131	0.2000
132	0.2000
133	1.0000
134	1.0000
135	0.2000
136	0.9954
137	0.5615
138	0.2000
139	0.2000
140	1.0373
141	0.2000
142	0.3172
143	1.0070
144	0.2000
145	0.2971
146	1.0000
147	0.2000
148	0.3247
149	1.2276
150	0.3674
151	1.0000
152	0.3082
153	0.2000
154	1.0000
155	1.0000
156	0.3020
157	1.0000
158	0.7503
159	0.2000
160	0.8876
161	1.0253
162	1.0000
163	1.1405
164	0.2000
165	1.0000
166	1.0000
167	1.1771
168	0.5412
169	1.0000
170	0.2000
171	1.0664
172	0.4574
173	0.2852
174	1.0886
175	1.0000
176	0.2000
177	0.2000
178	1.1600
179	0.3459
180	0.2000
181	0.8926
182	0.2000
183	1.0582
184	1.0577
185	1.0414
186	0.2000
187	0.2971
188	1.2432
189	1.0000
190	1.1475
191	0.2517
192	0.5315
193	1.0000
194	0.2000
195	0.9794
196	1.0571
197	0.2000
198	1.0304
199	0.9989
200	0.2517
201	0.2000
202	0.8838
203	0.2000
204	0.2000
205	1.4061
206	1.5360
207	0.2000
208	0.3082
209	0.2000
210	0.5583
211	1.0000
212	1.3773
213	0.2000
214	0.2000
